Time 1 - Nome,Time 1 - Vitoria,Time 1 - Empate,Time 1 - Derrota,Time 2 - Nome,Time 2 - Vitoria,Time 2 - Empate,Time 2 - Derrota
CENTRAL CÓRDOBA,1,1,0,FLAMENGO/RJ,0,1,1
GUABIRA,0,1,0,ORIENTE PETROLERO,0,1,0
RIOGRANDENSE/RS,0,1,0,PELOTAS/RS,0,1,0
GREMIO PRUDENTE/SP,1,0,2,SANTOS/SP,2,0,1
GREMIO PRUDENTE/SP,0,0,1,CRUZEIRO/MG,1,0,0
GREMIO PRUDENTE/SP,0,0,1,GUARANI/SP,1,0,0
GREMIO PRUDENTE/SP,0,0,1,BOTAFOGO/RJ,1,0,0
GREMIO PRUDENTE/SP,0,0,1,ATLETICO/GO,1,0,0
GREMIO PRUDENTE/SP,2,0,0,GOIAS/GO,0,0,2
GREMIO PRUDENTE/SP,0,1,0,FLUMINENSE/RJ,0,1,0
GREMIO PRUDENTE/SP,1,0,1,ATLETICO/MG,1,0,1
GREMIO PRUDENTE/SP,1,0,0,SANTO ANDRE/SP,0,0,1
GREMIO PRUDENTE/SP,0,0,1,INTERNACIONAL/RS,1,0,0
GREMIO PRUDENTE/SP,0,2,0,CEARA/CE,0,2,0
GREMIO PRUDENTE/SP,0,0,2,CORINTHIANS/SP,2,0,0
GREMIO PRUDENTE/SP,0,0,1,VASCO DA GAMA/RJ,1,0,0
GREMIO PRUDENTE/SP,1,0,0,GREMIO/RS,0,0,1
GREMIO PRUDENTE/SP,0,0,2,SAO PAULO/SP,2,0,0
GREMIO PRUDENTE/SP,0,0,1,AVAI/SC,1,0,0
GREMIO PRUDENTE/SP,0,0,1,FLAMENGO/RJ,1,0,0
GREMIO PRUDENTE/SP,0,1,0,PALMEIRAS/SP,0,1,0
GREMIO PRUDENTE/SP,0,0,1,ATHLETICO/PR,1,0,0
GREMIO PRUDENTE/SP,0,1,1,VITORIA/BA,1,1,0
GREMIO PRUDENTE/SP,0,0,1,SAO BERNARDO/SP,1,0,0
QATAR,0,0,1,ARGENTINA,1,0,0
QATAR,0,1,0,PARAGUAI,0,1,0
CAMPINAS/SP,2,0,0,CAMPO LIMPO/SP,0,0,2
CAMPINAS/SP,0,0,1,VOTUPORANGA/SP,1,0,0
CAMPINAS/SP,1,1,0,ATIBAIA/SP,0,1,1
SAO FRANCISCO/PA,0,1,0,SANTA CRUZ/PA,0,1,0
SAO FRANCISCO/PA,0,1,0,REMO/PA,0,1,0
SAO FRANCISCO/PA,1,0,0,GAVIAO/PA,0,0,1
SAO FRANCISCO/PA,0,1,0,SAO RAIMUNDO/PA,0,1,0
SAO FRANCISCO/PA,0,3,2,PAYSANDU/PA,2,3,0
SAO FRANCISCO/PA,1,0,0,PARAGOMINAS/PA,0,0,1
CRUZEIRO,1,0,0,OSASCO,0,0,1
CRUZEIRO,0,1,0,JUVENTUS,0,1,0
CRUZEIRO,1,0,0,BATATAIS,0,0,1
CRUZEIRO,1,0,0,PORTUGUESA,0,0,1
PALMEIRINHA/SP,0,1,0,PENAPOLENSE/SP,0,1,0
ALAVES,1,0,0,ATLETICO MADRID,0,0,1
ALAVES,0,1,0,REAL BETIS,0,1,0
ALAVES,0,1,0,GIRONA,0,1,0
IPITANGA/BA,0,2,0,COLO COLO/BA,0,2,0
IPITANGA/BA,1,0,0,FLUMINENSE/BA,0,0,1
IPITANGA/BA,1,0,0,BAHIA/BA,0,0,1
THE STRONGEST,1,0,0,ATHLETICO/PR,0,0,1
THE STRONGEST,1,0,1,SANTOS/SP,1,0,1
THE STRONGEST,0,0,1,FLUMINENSE/RJ,1,0,0
THE STRONGEST,0,0,1,CEARA/CE,1,0,0
THE STRONGEST,0,1,0,CARACAS,0,1,0
THE STRONGEST,1,0,0,GREMIO/RS,0,0,1
THE STRONGEST,1,0,0,RIVER PLATE,0,0,1
CAMPO LIMPO/SP,0,0,2,CAMPINAS/SP,2,0,0
OPERARIO/MT,0,1,0,CUIABA ESPORTE CL/MT,0,1,0
NOROESTE,0,0,2,INTERNACIONAL,2,0,0
NOROESTE,0,0,1,BAHIA,1,0,0
NOROESTE,0,0,1,PARANA,1,0,0
NOROESTE,1,0,0,CORITIBA,0,0,1
UNIAO BANDEIRANTE/PR,0,0,1,ATHLETICO/PR,1,0,0
UNIAO S.JOAO/SP,0,0,1,BARBARENSE/SP,1,0,0
UNIAO S.JOAO/SP,0,0,1,CORINTHIANS/SP,1,0,0
PARAGUAI,0,1,1,COLOMBIA,1,1,0
PARAGUAI,0,0,2,ESPANHA,2,0,0
PARAGUAI,0,1,0,QATAR,0,1,0
PARAGUAI,1,0,0,BOLIVIA,0,0,1
PARAGUAI,0,0,1,COSTA RICA,1,0,0
PARAGUAI,0,1,0,EQUADOR,0,1,0
PARAGUAI,1,0,0,TRINIDAD E TOBAGO,0,0,1
PARAGUAI,0,1,0,AFRICA DO SUL,0,1,0
PARAGUAI,0,1,0,ITALIA,0,1,0
PARAGUAI,1,1,1,BRASIL,1,1,1
PARAGUAI,0,1,0,ARGENTINA,0,1,0
PARAGUAI,0,1,0,GRECIA,0,1,0
PARAGUAI,1,0,0,ESLOVAQUIA,0,0,1
PARAGUAI,1,0,0,ESLOVENIA,0,0,1
PARAGUAI,0,0,2,CHILE,2,0,0
PARAGUAI,0,1,0,NOVA ZELANDIA,0,1,0
UNIVERSITARIO,0,0,1,INDEP. DEL VALLE,1,0,0
UNIVERSITARIO,0,0,1,BOTAFOGO/RJ,1,0,0
UNIVERSITARIO,0,0,1,GOIAS/GO,1,0,0
UNIVERSITARIO,2,0,0,BARCELONA,0,0,2
UNIVERSITARIO,0,1,1,RIVER PLATE,1,1,0
AUCKLAND CITY/NZ,0,0,1,BAYERN DE MUNIQUE,1,0,0
Ferroviario ST/PE,0,0,1,SANTA CRUZ/PE,1,0,0
REAL MADRID,2,4,2,ATLETICO MADRID,2,4,2
REAL MADRID,2,0,1,CHELSEA,1,0,2
REAL MADRID,0,1,0,CADIZ,0,1,0
REAL MADRID,1,1,0,ATHLETIC BILBAO,0,1,1
REAL MADRID,2,2,1,SEVILLA,1,2,2
REAL MADRID,1,0,0,BAYERN DE MUNIQUE,0,0,1
REAL MADRID,2,1,0,RAYO VALLECANO,0,1,2
REAL MADRID,1,0,0,ATH. BILBAO,0,0,1
REAL MADRID,0,1,0,REAL BETIS,0,1,0
REAL MADRID,1,0,0,GIRONA,0,0,1
REAL MADRID,1,0,0,TENERIFE,0,0,1
REAL MADRID,0,1,0,LAS PALMAS,0,1,0
REAL MADRID,1,0,0,ESPANYOL,0,0,1
REAL MADRID,1,0,0,DORTMUND,0,0,1
REAL MADRID,0,1,0,OSASUNA,0,1,0
REAL MADRID,1,0,0,REAL VALLADOLID,0,0,1
REAL MADRID,1,1,1,MANCHESTER CITY,1,1,1
REAL MADRID,1,0,0,HUESCA,0,0,1
REAL MADRID,2,2,0,VALENCIA CLUB,0,2,2
REAL MADRID,0,0,1,DEPORTIVO,1,0,0
REAL MADRID,0,1,0,AL-HILAL,0,1,0
REAL MADRID,2,0,0,LIVERPOOL,0,0,2
REAL MADRID,2,0,0,MALAGA,0,0,2
REAL MADRID,5,1,5,BARCELONA,5,1,5
REAL MADRID,1,1,0,VILLARREAL,0,1,1
REAL MADRID,1,0,0,ATALANTA BERGAMAS,0,0,1
REAL MADRID,1,0,0,RECREATIVO,0,0,1
REAL MADRID,1,0,0,PACHUCA,0,0,1
REAL MADRID,2,1,0,CELTA DE VIGO,0,1,2
REAL MADRID,1,0,0,BETIS,0,0,1
REAL MADRID,3,1,1,REAL SOCIEDAD,1,1,3
REAL VALLADOLID,0,0,1,REAL MADRID,1,0,0
REAL VALLADOLID,0,1,2,VALENCIA CLUB,2,1,0
SANTOS/AP,1,0,0,PORTUGUESA AP/AP,0,0,1
SANTOS/AP,0,0,1,TREM/AP,1,0,0
F EUCLIDES CUNHA/BA,1,0,0,F MUNDO NOVO/BA,0,0,1
HORIZONTE/CE,0,1,0,CAMPINENSE/PB,0,1,0
HORIZONTE/CE,1,0,0,ITAPIPOCA/CE,0,0,1
HORIZONTE/CE,1,1,0,ICASA/CE,0,1,1
HORIZONTE/CE,0,1,2,CEARA/CE,2,1,0
HORIZONTE/CE,3,3,1,FORTALEZA/CE,1,3,3
HORIZONTE/CE,1,0,0,TIRADENTES/CE,0,0,1
HORIZONTE/CE,5,1,1,FERROVIARIO/CE,1,1,5
HORIZONTE/CE,0,0,1,GUARANI/CE,1,0,0
HORIZONTE/CE,0,1,0,GUARANY/CE,0,1,0
HORIZONTE/CE,0,1,0,CRATO/CE,0,1,0
HORIZONTE/CE,1,0,0,ITAPAJE/CE,0,0,1
ARAGUAINA/TO,0,1,1,GURUPI/TO,1,1,0
ARAGUAINA/TO,0,0,1,INTERPORTO/TO,1,0,0
ARAGUAINA/TO,2,1,1,TOCANTINOPOLIS/TO,1,1,2
ARAGUAINA/TO,0,1,0,GUARANY/CE,0,1,0
ARAGUAINA/TO,1,0,0,BRASILIA/DF,0,0,1
ASSU/RN,0,0,1,ALECRIM/RN,1,0,0
LIBERTAD,1,0,3,ATHLETICO/PR,3,0,1
LIBERTAD,0,1,0,ATLETICO/MG,0,1,0
LIBERTAD,0,1,0,ALIANZA LIMA,0,1,0
LIBERTAD,0,1,1,SAO PAULO/SP,1,1,0
LIBERTAD,1,0,0,TALLERES,0,0,1
LIBERTAD,0,0,1,RIVER PLATE,1,0,0
YPIRANGA/PE,1,1,0,CENTRAL/PE,0,1,1
YPIRANGA/PE,1,0,1,NAUTICO/PE,1,0,1
YPIRANGA/PE,1,0,0,PESQUEIRA/PE,0,0,1
YPIRANGA/PE,0,0,1,AMERICA/PE,1,0,0
YPIRANGA/PE,0,0,1,SANTA CRUZ/PE,1,0,0
YPIRANGA/PE,0,0,1,SPORT/PE,1,0,0
NOROESTE/SP,0,0,1,PORTUGUESA/SP,1,0,0
NOROESTE/SP,0,0,3,SANTOS/SP,3,0,0
NOROESTE/SP,1,0,1,OSASCO/SP,1,0,1
NOROESTE/SP,1,0,1,GUARANI/SP,1,0,1
NOROESTE/SP,0,0,1,BARRETOS/SP,1,0,0
NOROESTE/SP,0,0,1,FLUMINENSE/RJ,1,0,0
NOROESTE/SP,1,0,0,SAO CAETANO/SP,0,0,1
NOROESTE/SP,0,1,0,ATLETICO/MG,0,1,0
NOROESTE/SP,0,0,1,JUVENTUS/SP,1,0,0
NOROESTE/SP,0,0,1,GUARATINGUETA/SP,1,0,0
NOROESTE/SP,0,1,0,SANTO ANDRE/SP,0,1,0
NOROESTE/SP,1,0,2,CORINTHIANS/SP,2,0,1
NOROESTE/SP,0,3,1,SAO PAULO/SP,1,3,0
NOROESTE/SP,1,0,0,MIRASSOL/SP,0,0,1
NOROESTE/SP,1,0,1,PALMEIRAS/SP,1,0,1
NOROESTE/SP,0,0,2,BARUERI/SP,2,0,0
NOROESTE/SP,0,1,0,ITUANO/SP,0,1,0
NOROESTE/SP,0,1,0,OLIMPIA/SP,0,1,0
BARAUNAS/RN,0,1,0,POTIGUAR/RN,0,1,0
BARAUNAS/RN,1,0,0,ALECRIM/RN,0,0,1
BARAUNAS/RN,0,1,0,ABC/RN,0,1,0
BARAUNAS/RN,0,0,1,AMERICA/RN,1,0,0
AMERICA/PB,0,0,1,SOUSA/PB,1,0,0
PORTUGUESA/RJ,1,0,0,DEMOCRATA GV/MG,0,0,1
PORTUGUESA/RJ,1,1,1,BOTAFOGO/RJ,1,1,1
PORTUGUESA/RJ,0,1,0,BOAVISTA/RJ,0,1,0
PORTUGUESA/RJ,0,0,5,FLUMINENSE/RJ,5,0,0
PORTUGUESA/RJ,0,1,1,MADUREIRA/RJ,1,1,0
PORTUGUESA/RJ,0,1,0,RESENDE/RJ,0,1,0
PORTUGUESA/RJ,0,0,1,CORINTHIANS/SP,1,0,0
PORTUGUESA/RJ,0,1,2,VASCO DA GAMA/RJ,2,1,0
PORTUGUESA/RJ,0,1,0,AMERICA/RJ,0,1,0
PORTUGUESA/RJ,0,2,1,FLAMENGO/RJ,1,2,0
PORTUGUESA/RJ,0,0,1,NOVA IGUACU/RJ,1,0,0
PORTUGUESA/RJ,0,0,1,BANGU/RJ,1,0,0
PORTUGUESA/RJ,0,1,0,MACAE/RJ,0,1,0
UBERLANDIA/MG,0,0,2,AMERICA/MG,2,0,0
UBERLANDIA/MG,1,0,0,VILLA NOVA/MG,0,0,1
UBERLANDIA/MG,0,1,4,CRUZEIRO/MG,4,1,0
UBERLANDIA/MG,0,0,1,URT/MG,1,0,0
UBERLANDIA/MG,1,0,0,TUPI/MG,0,0,1
UBERLANDIA/MG,1,0,0,REMO/PA,0,0,1
UBERLANDIA/MG,0,0,5,ATLETICO/MG,5,0,0
UBERLANDIA/MG,0,1,0,BOA ESPORTE/MG,0,1,0
UBERLANDIA/MG,0,2,0,ARAXA/MG,0,2,0
UBERLANDIA/MG,0,0,1,MAMORE/MG,1,0,0
BANDEIRANTE,1,0,0,CEARA,0,0,1
ILHAS FAROE,1,0,0,LIECHTENSTEIN,0,0,1
JACOBINA/BA,0,1,0,BAHIA/BA,0,1,0
9 DE OCTUBRE,0,1,0,INTERNACIONAL/RS,0,1,0
AUGSBURG,0,1,0,FRANKFURT,0,1,0
AUGSBURG,0,0,1,WOLFSBURG,1,0,0
YPIRANGA/AP,1,0,0,SAO PAULO/AP,0,0,1
CFZ/DF,0,0,1,BRASILIENSE/DF,1,0,0
MANCHESTER UTD,1,0,0,LIVERPOOL,0,0,1
MANCHESTER UTD,1,0,0,CHELSEA,0,0,1
MANCHESTER UTD,0,0,1,BLACKBURN,1,0,0
CF OS BELENENSES,0,0,1,SPORTING C BRAGA,1,0,0
DEMOCRATA GV/MG,0,1,0,ATLETICO/MG,0,1,0
DEMOCRATA GV/MG,0,0,1,PORTUGUESA/RJ,1,0,0
SAOCARLENSE,0,0,1,PALMEIRAS,1,0,0
JOSEENSE,0,0,1,SANTOS,1,0,0
AMAZONAS/AM,1,0,0,ALTOS/PI,0,0,1
AMAZONAS/AM,1,1,0,SANTOS/SP,0,1,1
AMAZONAS/AM,0,0,1,SAO JOSE/RS,1,0,0
AMAZONAS/AM,1,0,0,VILA NOVA/GO,0,0,1
AMAZONAS/AM,0,1,0,REMO/PA,0,1,0
AMAZONAS/AM,0,0,1,ATLETICO/GO,1,0,0
AMAZONAS/AM,0,1,1,GOIAS/GO,1,1,0
AMAZONAS/AM,1,0,0,PONTE PRETA/SP,0,0,1
AMAZONAS/AM,0,1,0,FERROVIARIA/SP,0,1,0
AMAZONAS/AM,0,0,1,CRICIUMA/SC,1,0,0
AMAZONAS/AM,0,1,1,CEARA/CE,1,1,0
AMAZONAS/AM,1,1,1,PAYSANDU/PA,1,1,1
AMAZONAS/AM,0,0,1,SPORT/PE,1,0,0
AMAZONAS/AM,1,1,1,CORITIBA/PR,1,1,1
AMAZONAS/AM,1,1,0,MIRASSOL/SP,0,1,1
AMAZONAS/AM,0,0,2,FLAMENGO/RJ,2,0,0
AMAZONAS/AM,2,0,0,VOLTA REDONDA/RJ,0,0,2
AMAZONAS/AM,2,0,0,BRUSQUE/SC,0,0,2
AMAZONAS/AM,0,0,1,CHAPECOENSE/SC,1,0,0
AMAZONAS/AM,0,0,1,ATHLETICO/PR,1,0,0
AMAZONAS/AM,0,1,0,CRB/AL,0,1,0
AMAZONAS/AM,0,2,0,NOVORIZONTINO/SP,0,2,0
AMAZONAS/AM,1,0,0,ITUANO/SP,0,0,1
JARAGUA/SC,0,0,1,MARCILIO DIAS/SC,1,0,0
TOLIMA,0,0,1,RB BRAGANTINO/SP,1,0,0
TOLIMA,0,1,0,SAO PAULO/SP,0,1,0
TOLIMA,0,1,0,TALLERES,0,1,0
TOLIMA,0,0,1,FLAMENGO/RJ,1,0,0
TOLIMA,1,0,1,ATLETICO/MG,1,0,1
TOLIMA,1,1,0,INDEP. DEL VALLE,0,1,1
TOLIMA,1,0,0,AMERICA/MG,0,0,1
COLATINA/ES,0,0,1,RIO BRANCO/ES,1,0,0
DEPORTIVO ALAVES,0,1,0,HUESCA,0,1,0
DEPORTIVO ALAVES,0,1,0,BETIS,0,1,0
DEPORTIVO ALAVES,1,0,0,REAL SOCIEDAD,0,0,1
DEPORTIVO ALAVES,1,1,0,ATHLETIC BILBAO,0,1,1
MONTENEGRO/SP,1,0,0,PONTE PRETA B/SP,0,0,1
VARGINHA/MG,1,0,0,JUVENTUS/MG,0,0,1
VARGINHA/MG,1,0,0,AMERICA T OTONI/MG,0,0,1
RACING SANTANDER,1,0,0,ATLETICO MADRID,0,0,1
RACING SANTANDER,0,0,1,VALENCIA,1,0,0
CLUB DEP NUBLENSE,0,1,1,FLAMENGO/RJ,1,1,0
IPORA/GO,1,0,0,AC RIOVERDENSE/GO,0,0,1
VOTUPORANGA/SP,1,0,0,CAMPINAS/SP,0,0,1
GODOY CRUZ,0,0,1,BOCA JUNIORS,1,0,0
GODOY CRUZ,0,1,0,GREMIO/RS,0,1,0
ATLETICO/MG,1,1,0,CARACAS,0,1,1
ATLETICO/MG,1,0,1,GREMIO PRUDENTE/SP,1,0,1
ATLETICO/MG,0,1,0,MARILIA/SP,0,1,0
ATLETICO/MG,3,1,1,GUARANI/MG,1,1,3
ATLETICO/MG,1,4,3,CRICIUMA/SC,3,4,1
ATLETICO/MG,4,1,0,RIO BRANCO/MG,0,1,4
ATLETICO/MG,6,4,2,CEARA/CE,2,4,6
ATLETICO/MG,10,8,15,CORINTHIANS/SP,15,8,10
ATLETICO/MG,1,1,0,SANTA CRUZ/PE,0,1,1
ATLETICO/MG,2,1,0,RB BRAGANTINO/SP,0,1,2
ATLETICO/MG,2,0,1,ATHLETIC CLUB/MG,1,0,2
ATLETICO/MG,1,1,2,PARANA/PR,2,1,1
ATLETICO/MG,1,0,1,DEMOCRATA/MG,1,0,1
ATLETICO/MG,0,1,0,PAULISTA/SP,0,1,0
ATLETICO/MG,1,1,0,SAN LORENZO,0,1,1
ATLETICO/MG,0,1,0,E C DEMOCRATA/MG,0,1,0
ATLETICO/MG,0,1,0,LIBERTAD,0,1,0
ATLETICO/MG,0,1,0,NACIONAL/MG,0,1,0
ATLETICO/MG,0,1,0,NOROESTE/SP,0,1,0
ATLETICO/MG,1,0,0,BOA ESPORTE CLUBE/MG,0,0,1
ATLETICO/MG,10,4,15,GREMIO/RS,15,4,10
ATLETICO/MG,9,6,9,VASCO DA GAMA/RJ,9,6,9
ATLETICO/MG,4,3,3,FORTALEZA/CE,3,3,4
ATLETICO/MG,12,3,5,SPORT/PE,5,3,12
ATLETICO/MG,5,0,0,UBERLANDIA/MG,0,0,5
ATLETICO/MG,0,1,1,URT/MG,1,1,0
ATLETICO/MG,16,5,12,ATHLETICO/PR,12,5,16
ATLETICO/MG,0,1,0,P. DESPORTOS/SP,0,1,0
ATLETICO/MG,0,1,0,DEMOCRATA GV/MG,0,1,0
ATLETICO/MG,1,0,0,PATROCINENSE/MG,0,0,1
ATLETICO/MG,13,7,8,FLUMINENSE/RJ,8,7,13
ATLETICO/MG,0,0,1,GAMA/DF,1,0,0
ATLETICO/MG,1,0,1,TOLIMA,1,0,1
ATLETICO/MG,0,1,0,CIENCIANO,0,1,0
ATLETICO/MG,9,8,11,INTERNACIONAL/RS,11,8,9
ATLETICO/MG,7,2,2,TUPI/MG,2,2,7
ATLETICO/MG,0,1,0,POUSO ALEGRE/MG,0,1,0
ATLETICO/MG,0,0,2,VALERIODOCE/MG,2,0,0
ATLETICO/MG,5,3,2,AVAI/SC,2,3,5
ATLETICO/MG,3,1,0,CRB/AL,0,1,3
ATLETICO/MG,0,1,0,EMELEC,0,1,0
ATLETICO/MG,7,5,5,VITORIA/BA,5,5,7
ATLETICO/MG,4,2,1,PORTUGUESA/SP,1,2,4
ATLETICO/MG,1,0,1,PENAROL,1,0,1
ATLETICO/MG,0,1,0,PELOTAS/RS,0,1,0
ATLETICO/MG,9,9,9,SAO PAULO/SP,9,9,9
ATLETICO/MG,3,1,0,TOMBENSE/MG,0,1,3
ATLETICO/MG,5,1,2,CALDENSE/MG,2,1,5
ATLETICO/MG,4,0,0,ITUIUTABA/MG,0,0,4
ATLETICO/MG,2,0,0,ALIANZA LIMA,0,0,2
ATLETICO/MG,0,1,0,GREMIO ESP BRASIL/RS,0,1,0
ATLETICO/MG,0,0,1,LINENSE/SP,1,0,0
ATLETICO/MG,1,0,1,REMO/PA,1,0,1
ATLETICO/MG,1,0,0,CSA/AL,0,0,1
ATLETICO/MG,5,1,0,CUIABA/MT,0,1,5
ATLETICO/MG,2,1,0,UBERABA/MG,0,1,2
ATLETICO/MG,2,2,0,SANTO ANDRE/SP,0,2,2
ATLETICO/MG,1,1,0,MIRASSOL/SP,0,1,1
ATLETICO/MG,5,1,2,CHAPECOENSE/SC,2,1,5
ATLETICO/MG,1,0,1,TRICORDIANO/MG,1,0,1
ATLETICO/MG,1,0,1,BARUERI/SP,1,0,1
ATLETICO/MG,0,1,0,INDEP. DEL VALLE,0,1,0
ATLETICO/MG,3,2,0,BRAGANTINO/SP,0,2,3
ATLETICO/MG,10,5,14,BOTAFOGO/RJ,14,5,10
ATLETICO/MG,6,3,2,ATLETICO/GO,2,3,6
ATLETICO/MG,23,17,7,AMERICA/MG,7,17,23
ATLETICO/MG,2,0,0,ROSARIO CENTRAL,0,0,2
ATLETICO/MG,13,0,1,VILLA NOVA/MG,1,0,13
ATLETICO/MG,12,3,7,CORITIBA/PR,7,3,12
ATLETICO/MG,1,0,0,BRASIL PELOTAS/RS,0,0,1
ATLETICO/MG,1,0,0,FUNORTE/MG,0,0,1
ATLETICO/MG,6,6,4,BAHIA/BA,4,6,6
ATLETICO/MG,28,22,35,CRUZEIRO/MG,35,22,28
ATLETICO/MG,3,1,0,GUARANI/SP,0,1,3
ATLETICO/MG,0,1,0,VILA NOVA/GO,0,1,0
ATLETICO/MG,7,2,2,NAUTICO/PE,2,2,7
ATLETICO/MG,9,4,2,PONTE PRETA/SP,2,4,9
ATLETICO/MG,3,2,2,PAYSANDU/PA,2,2,3
ATLETICO/MG,1,1,1,AMERICA/RN,1,1,1
ATLETICO/MG,12,5,15,FLAMENGO/RJ,15,5,12
ATLETICO/MG,1,0,1,SAO  CAETANO/SP,1,0,1
ATLETICO/MG,1,1,0,SOCIAL/MG,0,1,1
ATLETICO/MG,10,8,15,PALMEIRAS/SP,15,8,10
ATLETICO/MG,3,1,3,IPATINGA/MG,3,1,3
ATLETICO/MG,8,6,4,FIGUEIRENSE/SC,4,6,8
ATLETICO/MG,8,2,2,JUVENTUDE/RS,2,2,8
ATLETICO/MG,9,8,10,SANTOS/SP,10,8,9
ATLETICO/MG,0,1,0,RIVER/PI,0,1,0
ATLETICO/MG,1,0,0,S. BERNARDO/SP,0,0,1
ATLETICO/MG,1,0,2,BRASILIENSE/DF,2,0,1
ATLETICO/MG,6,8,7,GOIAS/GO,7,8,6
ATLETICO/MG,0,0,2,SAO CAETANO/SP,2,0,0
ATLETICO/MG,4,1,0,BOA ESPORTE/MG,0,1,4
ATLETICO/MG,2,0,0,CERRO PORTENO,0,0,2
ATLETICO/MG,1,1,0,JOINVILLE/SC,0,1,1
ATLETICO/MG,1,1,0,MARINGA/PR,0,1,1
ATLETICO/MG,5,0,0,MAMORE/MG,0,0,5
LAGARTENSE/SE,0,0,1,GUARANY/SE,1,0,0
LAGARTENSE/SE,0,0,1,SERGIPE/SE,1,0,0
LAGARTENSE/SE,0,0,1,PIRAMBU/SE,1,0,0
LAGARTENSE/SE,0,2,0,ITABAIANA/SE,0,2,0
LAGARTENSE/SE,0,0,1,AMADENSE/SE,1,0,0
LAGARTENSE/SE,1,0,2,OLIMPICO/SE,2,0,1
LAGARTENSE/SE,0,2,1,CONFIANCA/SE,1,2,0
BLOOMING,0,0,1,SANTOS/SP,1,0,0
FORCA/SP,1,0,0,LENCOENSE/SP,0,0,1
ARAXA/MG,1,0,0,ITUIUTABA/MG,0,0,1
ARAXA/MG,0,2,0,UBERLANDIA/MG,0,2,0
ULBRA/RS,1,0,0,CHAPECOENSE/SC,0,0,1
ULBRA/RS,0,0,1,SAO GABRIEL/RS,1,0,0
ULBRA/RS,0,0,2,GREMIO/RS,2,0,0
ULBRA/RS,0,0,1,INTERNACIONAL/RS,1,0,0
AS ROMA,1,0,0,CAGLIARI CALCIO,0,0,1
AS ROMA,0,0,1,ATALANTA BERGAMAS,1,0,0
AS ROMA,0,1,0,SASSUOLO,0,1,0
AS ROMA,0,0,1,JUVENTUS FC,1,0,0
ARARIPINA/PE,0,1,0,SPORT/PE,0,1,0
BRASIL,1,0,0,COREIA DO NORTE,0,0,1
BRASIL,1,1,0,BOLIVIA,0,1,1
BRASIL,0,0,1,MARROCOS,1,0,0
BRASIL,1,0,0,SELECAO CATALUNA,0,0,1
BRASIL,1,1,0,SUICA,0,1,1
BRASIL,3,1,1,PERU,1,1,3
BRASIL,2,0,0,JAPAO,0,0,2
BRASIL,1,0,0,ITALIA,0,0,1
BRASIL,0,2,1,PORTUGAL,1,2,0
BRASIL,1,1,0,ESTADOS UNIDOS,0,1,1
BRASIL,1,1,1,ARGENTINA,1,1,1
BRASIL,1,1,0,INGLATERRA,0,1,1
BRASIL,1,1,1,PARAGUAI,1,1,1
BRASIL,1,0,0,NOVA ZELANDIA,0,0,1
BRASIL,2,1,0,VENEZUELA,0,1,2
BRASIL,1,0,2,FRANCA,2,0,1
BRASIL,2,0,0,AUSTRALIA,0,0,2
BRASIL,1,0,0,COSTA DO MARFIM,0,0,1
BRASIL,0,3,0,COLOMBIA,0,3,0
BRASIL,2,0,0,CROACIA,0,0,2
BRASIL,0,0,1,URUGUAI,1,0,0
BRASIL,1,0,0,CHINA,0,0,1
BRASIL,3,0,0,COSTA RICA,0,0,3
BRASIL,1,0,0,SERVIA,0,0,1
BRASIL,1,0,0,TURQUIA,0,0,1
BRASIL,1,0,0,GANA,0,0,1
BRASIL,1,0,0,COREIA DO SUL,0,0,1
BRASIL,0,1,0,EQUADOR,0,1,0
BRASIL,1,0,0,MALASIA,0,0,1
BRASIL,0,1,1,HOLANDA,1,1,0
BRASIL,1,0,0,HONDURAS,0,0,1
BRASIL,1,0,0,SERVIA/SER,0,0,1
BRASIL,3,1,1,MEXICO,1,1,3
BRASIL,1,0,0,BELGICA,0,0,1
BRASIL,1,0,1,CAMAROES,1,0,1
CLUB NACIONAL,0,0,1,CORINTHIANS/SP,1,0,0
GUARULHOS/SP,0,0,1,MONTE AZUL/SP,1,0,0
GUARULHOS/SP,0,0,1,RIO CLARO/SP,1,0,0
GUARULHOS/SP,0,0,1,LINENSE/SP,1,0,0
GUARULHOS/SP,1,0,0,PRIMAVERA/SP,0,0,1
GUARULHOS/SP,0,1,0,FERNANDOPOLIS/SP,0,1,0
GUARULHOS/SP,0,0,1,JABAQUARA/SP,1,0,0
GUARULHOS/SP,1,0,0,SAO BERNARDO/SP,0,0,1
CTE COLATINA/ES,1,0,0,CACHOEIRO/ES,0,0,1
ATIBAIA/SP,0,1,0,PORTUGUESA/SP,0,1,0
ATIBAIA/SP,0,0,1,CAPIVARIANO/SP,1,0,0
ATIBAIA/SP,0,1,1,CAMPINAS/SP,1,1,0
ATIBAIA/SP,1,0,0,SUZANO/SP,0,0,1
ATIBAIA/SP,0,0,1,VITORIA/BA,1,0,0
ATIBAIA/SP,0,1,0,GOIANIA/GO,0,1,0
ATIBAIA/SP,0,1,0,SPORT/PE,0,1,0
ATIBAIA/SP,0,0,1,AMERICA/MG,1,0,0
DEP. LA CORUNA,0,1,0,MALLORCA,0,1,0
DEP. LA CORUNA,0,1,0,RECREATIVO,0,1,0
DEP. LA CORUNA,1,0,0,MALAGA,0,0,1
DEP. LA CORUNA,0,0,1,ATLETICO MADRID,1,0,0
